Identifier,Character,Dialogue,Filename,Line Number,Ren'Py Script
registration_3f3bcf0f,a,What is your name?,game/tl/french/scene/administration.rpy,1199,"a neutral ""[what]"""
registration_2fd0140e,a,I cannot help you if you don't tell me your name!,game/tl/french/scene/administration.rpy,1205,"a angry ""[what]"""
registration_9c8666bb,c,Sorry. My name is Connor.,game/tl/french/scene/administration.rpy,1211,"c sad ""[what]"""
registration_1492c7eb,a,You really had to think about that?,game/tl/french/scene/administration.rpy,1217,"a suspicious ""[what]"""
registration_7957bf60,a,"Very well, [name].",game/tl/french/scene/administration.rpy,1223,"a tough ""[what]"""
registration_fc20f8d5,a,How old are you?,game/tl/french/scene/administration.rpy,1229,"a neutral ""[what]"""
age_9e2901db,a,Just because I am wearing glasses does not mean that I am blind. Or stupid.,game/tl/french/scene/administration.rpy,1235,"a angry ""[what]"""
age_fcfd8269,a,Tell me your real age or go away.,game/tl/french/scene/administration.rpy,1241,"a tough ""[what]"""
age_175355bb,a,"Sorry, no minors are permitted here.",game/tl/french/scene/administration.rpy,1247,"a tough ""[what]"""
age_157f2e0e,a,"All right, so you are [age] years old?",game/tl/french/scene/administration.rpy,1253,"a friendly ""[what]"""
age_bb579431,c,"Yes, sir.",game/tl/french/scene/administration.rpy,1259,"c friendly ""[what]"""
age_a9d3fe66,a,What grade are you in?,game/tl/french/scene/administration.rpy,1265,"a tough ""[what]"""
age_8f56bee1,c,It is my second year.,game/tl/french/scene/administration.rpy,1271,"c friendly ""[what]"""
age_58660384,a,So you are a Sophomore.,game/tl/french/scene/administration.rpy,1277,"a neutral ""[what]"""
age_2a1adea1,a,And how did you lose your ID?,game/tl/french/scene/administration.rpy,1283,"a angry ""[what]"""
age_8b448a7a,,Another judging look.,game/tl/french/scene/administration.rpy,1289,[what]
age_4fa56262,c,I didn't mean to!,game/tl/french/scene/administration.rpy,1295,"c boxing ""[what]"""
age_e1d6629f,a,"Watch your tone, young man!",game/tl/french/scene/administration.rpy,1301,"a angry ""[what]"""
age_db7c9797,a,"Are you aware this program contains nudity, sexual interactions and explicit content?",game/tl/french/scene/administration.rpy,1307,"a neutral ""[what]"""
age_1c063aa8,c,Is this a subject I can study?,game/tl/french/scene/administration.rpy,1313,"c happy ""[what]"""
age_e72eb2ce,a,"If you don't agree to this I will have to force you off the campus. So take this serious, please.",game/tl/french/scene/administration.rpy,1319,"a tough ""[what]"" with vpunch"
age_56b647e2,c,I understand.,game/tl/french/scene/administration.rpy,1325,"c neutral ""[what]"""
age_3ec576d9,a,A good decision.,game/tl/french/scene/administration.rpy,1331,"a friendly ""[what]"""
age_3b63a19b,a,"Also, this program contains homosexual content.",game/tl/french/scene/administration.rpy,1337,"a tough ""[what]"""
age_a6f55fea,c,Really?,game/tl/french/scene/administration.rpy,1343,"c suspicious ""[what]"""
age_f56d32c3,a,This would not have been possible in my day. These people would be locked away or worse.,game/tl/french/scene/administration.rpy,1349,"a angry ""[what]"""
age_258602a4,a,"Nowadays, they are encouraged to spread their filthy ideology everywhere.",game/tl/french/scene/administration.rpy,1355,"a angry ""[what]"""
age_7c5d2821,,"The Administrator closes his eyes and starts to audibly breath in-and-out, until his breathing frequency is at a normal pace again.",game/tl/french/scene/administration.rpy,1361,[what]
age_420e3632,a,"Anyway. This is the official policy. If you do not agree, you have my sympathy. But unfortunately, I could not grant you access.",game/tl/french/scene/administration.rpy,1367,"a neutral ""[what]"""
age_8459eb3e,c,Gay is fine for me.,game/tl/french/scene/administration.rpy,1373,"c happy ""[what]"""
age_9e145366,a,Why am I not surprised?,game/tl/french/scene/administration.rpy,1379,"a suspicious ""[what]"""
age_f99aeb93,a,Mine neither. You might just have saved your soul. God bless you.,game/tl/french/scene/administration.rpy,1385,"a friendly ""[what]"""
age_91880804,a,Even this is obviously not enough.,game/tl/french/scene/administration.rpy,1391,"a angry ""[what]"""
age_342889cb,a,Furthermore you may be confronted with bondage and humiliation and many more delicious sins for which you will burn in Hell for all eternity!,game/tl/french/scene/administration.rpy,1397,"a angry ""[what]"""
age_4d0e9f9e,c,Sounds like fun!,game/tl/french/scene/administration.rpy,1403,"c evil ""[what]"""
age_ec6a8970,a,Hell! All! ETERNITY!,game/tl/french/scene/administration.rpy,1409,"a angry ""[what]"" with vpunch"
age_b77943a2,c,I-I'm not sure...,game/tl/french/scene/administration.rpy,1415,"c suspicious ""[what]"""
age_8118e15d,a,That's what I thought!,game/tl/french/scene/administration.rpy,1421,"a angry ""[what]"""
age_03cea9b4,a,I'm sure you'll enjoy one of the jocks tearing you up from the inside while you are tied to a pole somewhere!,game/tl/french/scene/administration.rpy,1427,"a evil ""[what]"""
age_ec444db2,c,...,game/tl/french/scene/administration.rpy,1433,"c down ""[what]"""
age_1913c845,a,It is too much depravity for any sane mind. You made the morally-correct decision.,game/tl/french/scene/administration.rpy,1439,"a friendly ""[what]"""
age_864313ea,a,Move away and never come back and your soul just might be welcomed in heaven after all.,game/tl/french/scene/administration.rpy,1445,"a sad ""[what]"""
age_68979afc,,He gives you another one of those severe looks.,game/tl/french/scene/administration.rpy,1451,[what]
age_ac66d146,a,Very well. Here are some brochures in case you change your mind and seek a way back to God.,game/tl/french/scene/administration.rpy,1457,"a sad ""[what]"""
age_25a3a910,c,"\""Why homosexuality is a sin. Your way straight to god.\""",game/tl/french/scene/administration.rpy,1463,"c suspicious ""[what]"""
age_2d218ecf,c,"I am good, thank you.",game/tl/french/scene/administration.rpy,1469,"c friendly ""[what]"""
age_28e8809c,a,I have done my duty to save your soul.,game/tl/french/scene/administration.rpy,1475,"a tough ""[what]"""
age_2c841e31,a,I am pretty sure I will hear your screams all the way up into heaven.,game/tl/french/scene/administration.rpy,1481,"a evil ""[what]"""
age_c6b7f0f9,c,Or maybe I will meet you in Hell.,game/tl/french/scene/administration.rpy,1487,"c friendly ""[what]"""
age_59527dde,a,Don't be ridiculous!,game/tl/french/scene/administration.rpy,1493,"a angry ""[what]"""
age_8eacf4da,c,[RelVal],game/tl/french/scene/administration.rpy,1499,"c sad ""[what]"""
age_fe71e4ad,c,"Thank you, I will take a look.",game/tl/french/scene/administration.rpy,1505,"c friendly ""[what]"""
age_1b2d628d,a,"It is not too late, my son!",game/tl/french/scene/administration.rpy,1511,"a friendly ""[what]"""
age_d31d85c4,a,Confess your sins and there might still be salvation for you.,game/tl/french/scene/administration.rpy,1517,"a tough ""[what]"""
age_de1a2c0a,c,Okay...,game/tl/french/scene/administration.rpy,1523,"c suspicious ""[what]"""
age_043dc297,c,[RelVal],game/tl/french/scene/administration.rpy,1529,"c happy ""[what]"""
age_c0514f68,a,Study subject?,game/tl/french/scene/administration.rpy,1535,"a neutral ""[what]"""
age_32c6c8b7,a,"Really? Art? Also known as \""Future Homeless\"".",game/tl/french/scene/administration.rpy,1541,"a sad ""[what]"""
age_1d0a943b,a,"If I ever see you painting on anything other than paper, you will regret it. I promise you that!",game/tl/french/scene/administration.rpy,1547,"a angry ""[what]"""
age_8eacf4da_1,c,[RelVal],game/tl/french/scene/administration.rpy,1553,"c sad ""[what]"""
age_76dec30a,a,Well this is a subject with a bright future! Your journey to become CFO or even CEO!,game/tl/french/scene/administration.rpy,1559,"a happy ""[what]"""
age_3067a19d,a,"Or to end in the administration office of some scrappy little college, lead by spineless liberals!",game/tl/french/scene/administration.rpy,1565,"a sad ""[what]"""
age_8eacf4da_2,c,[RelVal],game/tl/french/scene/administration.rpy,1571,"c sad ""[what]"""
age_8007058e,a,"Seriously? Are you just here for the parties, drugs and girls?",game/tl/french/scene/administration.rpy,1577,"a neutral ""[what]"""
age_846b039f,a,You do realize some of our students are actually here to LEARN?,game/tl/french/scene/administration.rpy,1583,"a tough ""[what]"""
age_ef7580ec,a,"An intellectual, are you? You don't look like one, that's for sure.",game/tl/french/scene/administration.rpy,1589,"a tough ""[what]"""
age_f87d9c6c,a,But don't think you can talk youself out of trouble in MY office! I will be keeping an eye on you...,game/tl/french/scene/administration.rpy,1595,"a angry ""[what]"""
age_2cfb6077,,A dark shadow seems to pass over the Administrator's eyes.,game/tl/french/scene/administration.rpy,1601,[what]
age_edfb39e8,,"You can't help but feel the aura of menace radiating from him, if only for an instant.",game/tl/french/scene/administration.rpy,1607,[what]
age_1029b872,,Then he regains his cold and professional demeanor.,game/tl/french/scene/administration.rpy,1613,[what]
age_8eacf4da_3,c,[RelVal],game/tl/french/scene/administration.rpy,1619,"c sad ""[what]"""
age_e8fcd5dc,a,"Engineering? How unexpectedly practical of you, this is a wise choice.",game/tl/french/scene/administration.rpy,1625,"a happy ""[what]"""
age_437dfbcc,a,"Learning how to build things. True, honest work.",game/tl/french/scene/administration.rpy,1631,"a friendly ""[what]"""
age_043dc297_1,c,[RelVal],game/tl/french/scene/administration.rpy,1637,"c happy ""[what]"""
age_6d217aac,c,Can I have my ID now please?,game/tl/french/scene/administration.rpy,1643,"c neutral ""[what]"""
age_f5d44594,a,"Oh, there is a message for you.",game/tl/french/scene/administration.rpy,1649,"a neutral ""[what]"""
age_9da6b8e2,c,A message?,game/tl/french/scene/administration.rpy,1655,"c suspicious ""[what]"""
age_6bd1037d,,Who could possibly have left a message for you with the administrator?,game/tl/french/scene/administration.rpy,1661,[what]
age_189ab363,,Even HE didn't know you would be coming to his office today.,game/tl/french/scene/administration.rpy,1667,[what]
age_2791036e,a,The Headmaster of this school would like a word with you.,game/tl/french/scene/administration.rpy,1673,"a neutral ""[what]"""
age_72ee2e4a,a,"It is unusual for him to take an interest in a student, he normally has much bigger things to worry about.",game/tl/french/scene/administration.rpy,1679,"a tough ""[what]"""
age_db8af26b,a,This is usually not a good sign.,game/tl/french/scene/administration.rpy,1685,"a evil ""[what]"""
age_697b9917,,"A tangled knot seems to form in your guts, and then sink like a stone.",game/tl/french/scene/administration.rpy,1691,[what]
age_9fefa818,c,Does the message say why the headmaster needs to see me?,game/tl/french/scene/administration.rpy,1697,"c suspicious ""[what]"""
age_a330192f,,"You think hard, but can't imagine what this could be about. The semester just started, you can't be in trouble already. Can you?",game/tl/french/scene/administration.rpy,1703,[what]
age_ece2c58b,a,No. It does not.,game/tl/french/scene/administration.rpy,1709,"a neutral ""[what]"""
age_b7b6a541,c,Is this all?,game/tl/french/scene/administration.rpy,1715,"c neutral ""[what]"""
age_17f52332,a,You'll find you have a new roommate this year.,game/tl/french/scene/administration.rpy,1721,"a neutral ""[what]"""
age_1e632d02,a,You should return to your dorm and introduce yourself.,game/tl/french/scene/administration.rpy,1727,"a neutral ""[what]"""
age_13df53d5,a,Perhaps you may even try reading a book or two in the library.,game/tl/french/scene/administration.rpy,1733,"a tough ""[what]"""
age_c0fe0fbd,c,I hope my roommate this year is better than the one I was stuck with last year.,game/tl/french/scene/administration.rpy,1739,"c neutral ""[what]"""
age_b576cc51,a,The Headmaster may be ready for you to visit his office in a few hours. Now please leave.,game/tl/french/scene/administration.rpy,1745,"a neutral ""[what]"""
gohome_02b9f23d,,"After a few hours, the mood has changed.",game/tl/french/scene/Afterparty/afterparty.rpy,631,[what]
gohome_d7958b90,,The frat house is now littered with party-goers who've passed out and the music has finally been turned off.,game/tl/french/scene/Afterparty/afterparty.rpy,637,[what]
gohome_0225d1f1,,Most people appear to be leaving.,game/tl/french/scene/Afterparty/afterparty.rpy,643,[what]
gohome_8833f8df,,You say your goodbyes to the people you've met at the party and then seek out your roommates.,game/tl/french/scene/Afterparty/afterparty.rpy,649,[what]
gohome_7cb7f831,j,"Damn, look at all this grease.",game/tl/french/scene/Afterparty/afterparty.rpy,655,"j down ""[what]"""
gohome_1d44a1f0,j,How many burgers did I make just now?,game/tl/french/scene/Afterparty/afterparty.rpy,661,"j suspicious ""[what]"""
gohome_d3c74e80,j,"Thank God it's their grill, I wouldn't want to be the one to clean this thing.",game/tl/french/scene/Afterparty/afterparty.rpy,667,"j evil ""[what]"""
gohome_7dca4304,,You give a loud yawn and he looks up from the grill to see who made the noise.,game/tl/french/scene/Afterparty/afterparty.rpy,673,[what]
gohome_9d59fc05,c,I guess the party is basically over.,game/tl/french/scene/Afterparty/afterparty.rpy,679,"c sad ""[what]"""
gohome_54f9ec29,c,"Can't wait to curl up in my nice, warm bed.",game/tl/french/scene/Afterparty/afterparty.rpy,685,"c friendly ""[what]"""
gohome_95687454,j,"You're probably right, let's get out of here.",game/tl/french/scene/Afterparty/afterparty.rpy,691,"j friendly ""[what]"""
gohome_364d0948,j,They ate and drank everything. Only crumbs and empty bottles left.,game/tl/french/scene/Afterparty/afterparty.rpy,697,"j neutral ""[what]"""
gohome_cadd667f,j,It was a cheap cooler. I say we just leave it here and walk back to our dorm.,game/tl/french/scene/Afterparty/afterparty.rpy,703,"j neutral ""[what]"""
gohome_4a416f35,c,"Anyway, Julian? Where's Ron? He wander off, somewhere?",game/tl/french/scene/Afterparty/afterparty.rpy,709,"c friendly ""[what]"""
gohome_0dbdf7df,,The sound of an argument draws your attention to the backdoor of the house.,game/tl/french/scene/Afterparty/afterparty.rpy,715,[what]
gohome_222b2e88,,You see Ron backing out of the house with his hands up as-if in surrender.,game/tl/french/scene/Afterparty/afterparty.rpy,721,[what]
gohome_cdf6716c,,"As you and Julian rush over, an extremely irate jock is screaming in Ron's face and slams the door the moment Ron is outside of the house.",game/tl/french/scene/Afterparty/afterparty.rpy,727,[what]
gohome_5ca0fc93,r,Fine! Sso tha aswver ish noaa...,game/tl/french/scene/Afterparty/afterparty.rpy,733,"r boxing nude ""[what]"""
gohome_47e3f100,,"Ron's speech is slurred, his face is unfocused and he's swaying even when he stands still.",game/tl/french/scene/Afterparty/afterparty.rpy,739,[what]
gohome_0cb0c6f3,,He is completely wasted!,game/tl/french/scene/Afterparty/afterparty.rpy,745,[what]
gohome_ae9a45e9,r,Saw dis hottie an he wazzz soooo hottt.,game/tl/french/scene/Afterparty/afterparty.rpy,751,"r evil nude ""[what]"""
gohome_554b3d32,r,Ashed if...can merby...szuck on his...,game/tl/french/scene/Afterparty/afterparty.rpy,757,"r friendly nude ""[what]"""
gohome_4d10ea19,j,Ugh stop. We get the picture.,game/tl/french/scene/Afterparty/afterparty.rpy,763,"j suspicious ""[what]"""
gohome_21ffc7c7,j,"You, uhm, offended someone at the party?.",game/tl/french/scene/Afterparty/afterparty.rpy,769,"j neutral ""[what]"""
gohome_b25e2b67,r,Shhoulda waited...till he washh dun shtuffing his gurlfriend fulla that juishy thickee cock...thash wherrre I done fucked it up.,game/tl/french/scene/Afterparty/afterparty.rpy,775,"r suspicious nude ""[what]"""
gohome_be4d3055,c,You tried to flirt with a guy while he was fucking his girlfriend?,game/tl/french/scene/Afterparty/afterparty.rpy,781,"c desire ""[what]"""
gohome_19bdfe5c,c,"Gotta hand it to you, that takes balls.",game/tl/french/scene/Afterparty/afterparty.rpy,787,"c happy ""[what]"""
gohome_e7dd1c43,j,"No, it takes about a quart of Vodka.",game/tl/french/scene/Afterparty/afterparty.rpy,793,"j suspicion ""[what]"""
gohome_bcb1f8a0,j,"Nice job, getting him drunk.",game/tl/french/scene/Afterparty/afterparty.rpy,799,"j angry ""[what]"""
gohome_af8c8029,j,I bet you ruined the whole party for him!,game/tl/french/scene/Afterparty/afterparty.rpy,805,"j angry ""[what]"""
gohome_eaa40777,j,"Let me pour some coffee into him, we need to get him a bit more sober.",game/tl/french/scene/Afterparty/afterparty.rpy,811,"j suspicious ""[what]"""
gohome_417cc5e2,,Julian rushes inside and a few minutes later returned with a large cup of black coffee.,game/tl/french/scene/Afterparty/afterparty.rpy,817,[what]
gohome_9ec0b734,,He forces Ron to drink all of it and then splashes some cold water in Ron's face which seems to do the trick.,game/tl/french/scene/Afterparty/afterparty.rpy,823,[what]
gohome_5574bfd6,,Realization of what just happened dawned on his face.,game/tl/french/scene/Afterparty/afterparty.rpy,829,[what]
gohome_b937012c,r,"What? Oh, no! No, no, no.",game/tl/french/scene/Afterparty/afterparty.rpy,835,"r pain nude ""[what]"""
gohome_ce4d7721,r,"Julian, can we leave? Like, right now!",game/tl/french/scene/Afterparty/afterparty.rpy,841,"r down nude ""[what]"""
gohome_cf81f5bf,r,I-I think I may have overstayed my welcome here.,game/tl/french/scene/Afterparty/afterparty.rpy,847,"r sad nude ""[what]"""
gohome_1c9c3523,c,"Hey, at least you're alert enough now to know you've been behaving like an ass.",game/tl/french/scene/Afterparty/afterparty.rpy,853,"c boxing ""[what]"""
gohome_ca52d7eb,,"They both turn to look at you, neither of them amused at all by your flippant attitude.",game/tl/french/scene/Afterparty/afterparty.rpy,859,[what]
gohome_0dbdf7df_1,,The sound of an argument draws your attention to the backdoor of the house.,game/tl/french/scene/Afterparty/afterparty.rpy,865,[what]
gohome_90526062,,You see Ron backing out of the house with a drunk girl pursuing him.,game/tl/french/scene/Afterparty/afterparty.rpy,871,[what]
gohome_38901d6e,,The girl is several inches taller than Ron and at least twice his bodyweight.,game/tl/french/scene/Afterparty/afterparty.rpy,877,[what]
gohome_1966f299,,She's clearly wasted and she's talking far too loudly.,game/tl/french/scene/Afterparty/afterparty.rpy,883,[what]
gohome_e421f8ed,r,I already told! I don't do that before marriage.,game/tl/french/scene/Afterparty/afterparty.rpy,889,"r boxing ""[what]"""
gohome_567e6ad5,r,Miss? A-are you alright?,game/tl/french/scene/Afterparty/afterparty.rpy,895,"r suspicious ""[what]"""
gohome_c2c482ce,,The large girl leaned forward towards Ron and put her hands on his shoulders to support herself.,game/tl/french/scene/Afterparty/afterparty.rpy,901,[what]
gohome_8024995c,,He looked like she was losing the battle to remain conscious.,game/tl/french/scene/Afterparty/afterparty.rpy,907,[what]
gohome_e2d8ce09,r,ARRRGGGHHH!!!,game/tl/french/scene/Afterparty/afterparty.rpy,913,"r pain ""[what]"""
gohome_735bf972,,The heavy girl passed out cold.,game/tl/french/scene/Afterparty/afterparty.rpy,919,[what]
gohome_e5cda9e9,,"Her entire body became dead weight and collapsed onto Ron, who fell backwards onto the veranda with the girl sprawled across his body.",game/tl/french/scene/Afterparty/afterparty.rpy,925,[what]
gohome_c953b443,,You look to Julian and see that he's struggling to stifle laughter.,game/tl/french/scene/Afterparty/afterparty.rpy,931,[what]
gohome_c83b3d6e,r,Someone help! I can't breathe!,game/tl/french/scene/Afterparty/afterparty.rpy,937,"r pain ""[what]"""
gohome_54228efb,,Poor Ron looks so small and delicate pinned to the ground under the massive body of the older girl.,game/tl/french/scene/Afterparty/afterparty.rpy,943,[what]
gohome_e825e47f,,He's struggling to push her off but failing miserably.,game/tl/french/scene/Afterparty/afterparty.rpy,949,[what]
gohome_da606424,,You and Julian walk over and look down at Ron.,game/tl/french/scene/Afterparty/afterparty.rpy,955,[what]
gohome_d632cd99,j,Hahaha! I see you found yourself an admirer.,game/tl/french/scene/Afterparty/afterparty.rpy,961,"j laugh ""[what]"""
gohome_bb1680a9,r,"Yeah, it's been a fairytale romance. Now will you please get her off me?",game/tl/french/scene/Afterparty/afterparty.rpy,967,"r suspicious ""[what]"""
gohome_cd50419f,c,Anyone know where we can find an industrial crane?,game/tl/french/scene/Afterparty/afterparty.rpy,973,"c desire ""[what]"""
gohome_a2bec5a4,r,"Hehehe! Ok, that's funny.",game/tl/french/scene/Afterparty/afterparty.rpy,979,"r evil ""[what]"""
gohome_4592f978,r,"But seriously guys, I can feel my organs getting crushed here.",game/tl/french/scene/Afterparty/afterparty.rpy,985,"r tough ""[what]"""
gohome_f6af40de,j,"FUCK! Are you two even trying? Lift, dammit. LIFT!",game/tl/french/scene/Afterparty/afterparty.rpy,991,"j pain ""[what]"""
gohome_de365764,,You're lifting as hard as you can.,game/tl/french/scene/Afterparty/afterparty.rpy,997,[what]
gohome_60f93793,,You see Ron pushing up and know that Julian is doing his best.,game/tl/french/scene/Afterparty/afterparty.rpy,1003,[what]
gohome_15a45b1a,z,What is going on here?,game/tl/french/scene/Afterparty/afterparty.rpy,1009,"z neutral ""[what]"""
gohome_fa181811,,You seriously feel like you'll throw your back out.,game/tl/french/scene/Afterparty/afterparty.rpy,1015,[what]
gohome_7c21bd2a,c,Stop asking. Give us a hand here!,game/tl/french/scene/Afterparty/afterparty.rpy,1021,"c angry ""[what]"""
gohome_701246df,,"Then, at last, you lift her just enough for Ron to scramble out from under her.",game/tl/french/scene/Afterparty/afterparty.rpy,1027,[what]
gohome_6cb72fe9,r,I'd have been dead by morning. No joke.,game/tl/french/scene/Afterparty/afterparty.rpy,1033,"r happy ""[what]"""
gohome_3d831d63,z,Is she okay?,game/tl/french/scene/Afterparty/afterparty.rpy,1039,"z neutral ""[what]"""
gohome_dafbacf8,j,"Yeah, just a bit too much to drink.",game/tl/french/scene/Afterparty/afterparty.rpy,1045,"j neutral ""[what]"""
gohome_4f5e8327,z,And were you the one keeping her cup filled?,game/tl/french/scene/Afterparty/afterparty.rpy,1051,"z neutral ""[what]"""
gohome_2f37914f,r,What? No!,game/tl/french/scene/Afterparty/afterparty.rpy,1057,"r angry ""[what]"""
gohome_40208e74,c,I think we should go back now.,game/tl/french/scene/Afterparty/afterparty.rpy,1063,"c suspicious ""[what]"""
gohome_7b9339bc,z,Sure. Go. I'll take care of her.,game/tl/french/scene/Afterparty/afterparty.rpy,1069,"z neutral ""[what]"""
gohome_9ed34eff,,He kneels besides her and checks her pulse.,game/tl/french/scene/Afterparty/afterparty.rpy,1075,[what]
gohome_6190d4ac,j,She is in good hands here. Let's go.,game/tl/french/scene/Afterparty/afterparty.rpy,1081,"j friendly ""[what]"""
gohome_2c83892a,,"Arms around each other, you walk back to your dorm building.",game/tl/french/scene/Afterparty/afterparty.rpy,1087,[what]
gohome_d937c9a2,,It's just a 10 minute walk but the crisp night air has left the three of you feeling refreshed by the time you get home.,game/tl/french/scene/Afterparty/afterparty.rpy,1093,[what]
gohome_1a03996c,,"You find the door to your dorm room and push it open, then stand aside as Julian and Ron walk through.",game/tl/french/scene/Afterparty/afterparty.rpy,1099,[what]
gohome_b1cffa50,,You follow them in and turn to shut the door.,game/tl/french/scene/Afterparty/afterparty.rpy,1105,[what]
gohome_6a590650,,"Of course, that's when the real party got started.",game/tl/french/scene/Afterparty/afterparty.rpy,1111,[what]
ron_warn_958d60ac,r,"B-but, why are you doing this?",game/tl/french/scene/Afterparty/afterparty_logic.rpy,1657,"r sad ""[what]"""
ron_warn_c7e54ada,j,"Well, you know I-",game/tl/french/scene/Afterparty/afterparty_logic.rpy,1663,"j happy nude ""[what]"""
ron_warn_2a590ee1,r,W-wait!,game/tl/french/scene/Afterparty/afterparty_logic.rpy,1669,"r surprised ""[what]"""
ron_warn_09569c02,,Ron audibly gasps for air and completely shatters the moment.,game/tl/french/scene/Afterparty/afterparty_logic.rpy,1675,[what]
ron_warn_26a9b261,,"He looks towards the ground, his eyes jumping in random directions and his mind surely racing for dear life.",game/tl/french/scene/Afterparty/afterparty_logic.rpy,1681,[what]
ron_warn_2c51ffea,r,"[name], what did you say about my drink at the party again?",game/tl/french/scene/Afterparty/afterparty_logic.rpy,1687,"r worry ""[what]"""
