Identifier,Character,Dialogue,Filename,Line Number,Ren'Py Script
morning_2_163b8bc9,,Ron enters the bathroom and heads towards the showers.,game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,31,[what]
morning_2_7abeff94,,"He turns it on and after undressing himself he sits under in the shower crying, the water masking his tears",game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,37,[what]
morning_2_1e870fd8,j,"What..? Ron, please say something!",game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,43,"j worried nude ""[what]"""
morning_2_77113aac,,Ron is in the shower crying,game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,49,[what]
morning_2_26542b45,r,Get out!,game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,55,"r hate nude ""[what]"""
morning_2_bd14064c,,You both leave the bathroom startled.,game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,61,[what]
morning_2_f4322cae,c,You ok Julian?,game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,113,"c worry nude ""[what]"""
morning_2_65e87079,j,I've never seen him like that in my life!,game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,73,"j worried nude ""[what]"""
morning_2_47e79010,c,"I'll go and check on Ron for you, ok?",game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,79,"c neutral nude ""[what]"""
morning_2_e914fa35,c,"Scary, probably best just listen to him and leave him be.",game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,85,"c neutral nude ""[what]"""
morning_2_299566c2,c,You do Know this is all your fault right?,game/tl/dutch/scene/Afterparty/Morning/morning_2.rpy,91,"c angry nude ""[what]"""
morning_4_9dafe6ab,r,I can't find my clothes and ... what's this sticky stuff?,game/tl/dutch/scene/Afterparty/Morning/morning_4.rpy,116,"r caution nude ""[what]"""
morning_4_723b574f,j,You... you're......awake!,game/tl/dutch/scene/Afterparty/Morning/morning_4.rpy,122,"j surprised ""[what]"""
morning_4_fd25b9b4,c,Ummmm.... how are you?,game/tl/dutch/scene/Afterparty/Morning/morning_4.rpy,128,"c worry ""[what]"""
morning_4_4cc95f76,j,"Please not now both of you, I feel weird; I think I just need to have a shower and then I'll be back to normal",game/tl/dutch/scene/Afterparty/Morning/morning_4.rpy,134,"j worry nude ""[what]"""
morning_4_ed19e4c2,c,Do you need anything?,game/tl/dutch/scene/Afterparty/Morning/morning_4.rpy,140,"c neutral ""[what]"""
morning_4_000a9973,j,ummmmm...yeah we could go out and find clothes for you,game/tl/dutch/scene/Afterparty/Morning/morning_4.rpy,146,"j worry ""[what]"""
morning_4_895ac022,r,"sure, thanks...but I'm gonna go have a shower now",game/tl/dutch/scene/Afterparty/Morning/morning_4.rpy,152,"r suspicious ""[what]"""
morning_4_5d37a200,,Ron heads to showers while Julian goes out looking for some new clothes.,game/tl/dutch/scene/Afterparty/Morning/morning_4.rpy,158,[what]
Ron_Welcome_Shower_b824a8f5,,"You decide to check on Ron again, you knock twice on the bathroom door before entering.",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,7,[what]
Ron_Welcome_Shower_04c1c935,,You walk in and see Ron crying in the shower.,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,13,[what]
Ron_Welcome_Shower_768aa18c,c,Ron I'm here to check on you...ok?,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,19,"c neutral nude ""[what]"""
Ron_Welcome_Shower_a51a17df,,"You see Ron in the shower shivering, crying, and holding himself tightly",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,25,[what]
Ron_Welcome_Shower_b491584e,r,(Rubbs his eyes)You've come to check up on me then?,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,31,"r sad nude ""[what]"""
Ron_Welcome_Shower_8b36f608,c,Yeah your sad and confused so I'm here to...well...ya know...?,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,37,"c neutral nude ""[what]"""
Ron_Welcome_Shower_6ad56a6d,r,What babysit me (laughing)...that's funny,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,43,"r neutral nude ""[what]"""
Ron_Welcome_Shower_ae7422b4,c,"It's good that you laughing, makes me happy.",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,49,"c happy nude ""[what]"""
Ron_Welcome_Shower_ebaae59a,r,Having you in here I'm already feeling less sad than I was.,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,55,"r happy nude ""[what]"""
Ron_Welcome_Shower_1d3413df,,"Ron is still crying but not as much anymore, and he's stopped holding himself",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,61,[what]
Ron_Welcome_Shower_7c1514e7,c,Is there anything I can do or bring you to make you feel a little better?,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,67,"c neutral nude ""[what]"""
Ron_Welcome_Shower_15b982ce,r,Can you stand here by the next to me?,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,73,"r neutral nude ""[what]"""
Ron_Welcome_Shower_2980edb5,c,"Sure, but the spray from the shower will get my clothes wet.",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,79,"c neutral nude ""[what]"""
Ron_Welcome_Shower_55a93edc,r,Well take them off then if you don't your clothes are ruined.,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,85,"r neutral nude ""[what]"""
Ron_Welcome_Shower_fa6cc770,,You strip off all your clothes and walk over to the shower just liked Ron asked you to,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,91,[what]
Ron_Welcome_Shower_a35c0fa2,c,"Ron is kinda cold just standing next to you, can I get in with you?",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,97,"c neutral nude ""[what]"""
Ron_Welcome_Shower_655bd79e,r,"Yeah, I wanted you to keep me company but I don't you to freeze.",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,103,"r neutral nude ""[what]"""
Ron_Welcome_Shower_76ad048c,,After standing outside the shower next to Ron you get in the shower to warm up.,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,109,[what]
Ron_Reject_Shower_b824a8f5,,"You decide to check on Ron again, you knock twice on the bathroom door before entering.",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,115,[what]
Ron_Reject_Shower_085cc25c,,You walk in Ron sees you and covers his face pretending to wash his hair.,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,121,[what]
Ron_Reject_Shower_a00a7651,c,Hey Ron.,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,207,"c worry nude ""[what]"""
Ron_Reject_Shower_f627d4fa,r,What (Sniffling) are Ummm...you doing in here?,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,133,"r neutral nude ""[what]"""
Ron_Reject_Shower_3cc6597e,c,I'm worried about you Ron. so I came to see how you are.,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,213,"c worry nude ""[what]"""
Ron_Reject_Shower_a8d7196c,r,That's ok I suppose.,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,145,"r neutral nude ""[what]"""
Ron_Reject_Shower_5ef3b83a,,"Ron relaxes a bit more and stops covering his face, you move a bit closer to him a sign of comfort",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,151,[what]
Ron_Reject_Shower_3e0b0bb6,r,"Do you mind passing me the body-wash, I left it on the side over there somewhere?",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,157,"r neutral nude ""[what]"""
Ron_Reject_Shower_6368fad0,c,"Yeah I can look for that, you know where it is?",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,163,"c neutral nude ""[what]"""
Ron_Reject_Shower_6198d991,r,"I can't quite remember exactly, up on that shelf maybe? look there.",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,219,"r suspicious nude ""[what]"""
Ron_Reject_Shower_fb81cf4f,,You look up on the shelf for the body-wash Ron wants but can't see it,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,175,[what]
Ron_Reject_Shower_1071ea3e,c,It's not here Ron!,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,181,"c sad nude ""[what]"""
Ron_Reject_Shower_758d9d2f,r,"Look by the sink, there might be something there!",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,187,"r sad nude ""[what]"""
Ron_Reject_Shower_e72be30e,,You look at the sink and see a soap holder. Inside the holder is a pink bottle of body wash with Two nude hunky male model's posing on the cover,game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,193,[what]
Ron_Reject_Shower_f33d2ba8,r,"I really need that body-wash, like right now; have you found it or not?",game/tl/dutch/scene/Afterparty/Morning/ron_reaction_shower.rpy,199,"r angry nude ""[what]"""
ronsolo_d2d0bcba,r,And why should I trust you?,game/tl/dutch/scene/Afterparty/ronsolo.rpy,274,"r tough ""[what]"""
ronsolo_15b7346e,r,"For all I know, you probably even enjoyed it!",game/tl/dutch/scene/Afterparty/ronsolo.rpy,279,"r pain ""[what]"""
ronsolo_bdae376b,r,[RelVal],game/tl/dutch/scene/Afterparty/ronsolo.rpy,284,"r angry ""[what]"""
ronsolo_87c2aab5_2,r,...,game/tl/dutch/scene/Afterparty/ronsolo.rpy,289,"r down ""[what]"""
ronsolo_0dc90578,r,I guess you're right...,game/tl/dutch/scene/Afterparty/ronsolo.rpy,294,"r sad ""[what]"""
ronsolo_6b7446e7,r,But...,game/tl/dutch/scene/Afterparty/ronsolo.rpy,299,"r worry ""[what]"""
ronsolo_c8148dd6,r,I still don't think Julian truly needed to do this to me.,game/tl/dutch/scene/Afterparty/ronsolo.rpy,304,"r down ""[what]"""
ronsolo_463263bb,c,"Well, he probably didn't...",game/tl/dutch/scene/Afterparty/ronsolo.rpy,309,"c sad ""[what]"""
ronsolo_decisions_96e74b0f,,I saw you kiss Max on the party.,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1389,[what]
ronsolo_decisions_7b4093d2,,"That means you are in a relationship now, right?",game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1394,[what]
ronsolo_decisions_987a6fdb,,No?,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1399,[what]
ronsolo_decisions_e100d9d3,,Does a kiss seriously mean nothing to you?!,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1404,[what]
ronsolo_decisions_d1fd0d28,,"Hey, I didn't-",game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1409,[what]
ronsolo_decisions_67d3aefe,,Do you seriously expect that I would let you do this to me?,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1414,[what]
ronsolo_decisions_88cec7c6,,A complete stranger...,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1419,[what]
ronsolo_decisions_c718e697,,Who has been considering me as an object which he could just use and abuse whenever he felt like it!,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1424,[what]
ronsolo_decisions_a9fe8520,,J-just forget about it!,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1429,[what]
ronsolo_decisions_cf6dc7b6,,I-,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1434,[what]
ronsolo_decisions_74479019,r,[RelVal],game/tl/dutch/scene/Afterparty/ronsolo.rpy,639,"r hate ""[what]"""
ronsolo_decisions_ab84277f,c,Ik...,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1444,"c sad ""[what]"""
ronsolo_decisions_aafc87ba,c,Sorry.,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1449,"c down ""[what]"""
ronsolo_decisions_04f43208,,Come here.,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1469,[what]
ronsolo_decisions_d5eaedec,,"You stand up and walk towards Ron, who is visibly startled by your sudden movement.",game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1474,[what]
ronsolo_decisions_de58c717,,You gently hug him and caress his hair with one hand again.,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1479,[what]
ronsolo_decisions_96571063,,I'm sorry...,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1484,[what]
ronsolo_decisions_e332e0c6_1,r,[RelVal],game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1574,"r sad ""[what]"""
ronsolo_decisions_04173f74,,...,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1544,[what]
ronsolo_decisions_3731da97,,,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1549,[what]
ronsolo_decisions_b36cc25b,,Ron is still sitting there with a stone cold expression.,game/tl/dutch/scene/Afterparty/ronsolo_dressed.rpy,1554,[what]
admin_bio_3009584a,A,There you are!,game/tl/dutch/scene/biography/admin_bio.rpy,13,"A angry ""[what]"""
admin_bio_b418c1cd,A,What was your name again?,game/tl/dutch/scene/biography/admin_bio.rpy,19,"A suspicious ""[what]"""
admin_bio_71dc9c19,A,"[name], if am not mistaken.",game/tl/dutch/scene/biography/admin_bio.rpy,25,"A ""[what]"""
admin_bio_66861aa3,A,"[age] years old, and still not able to keep his belongings together.",game/tl/dutch/scene/biography/admin_bio.rpy,31,"A angry ""[what]"""
admin_bio_1f2a05e7,A,Did you loose something again?,game/tl/dutch/scene/biography/admin_bio.rpy,37,"A angry ""[what]"""
admin_bio_2c0d9083,A,"[name] is it, am I right?",game/tl/dutch/scene/biography/admin_bio.rpy,43,"A neutral ""[what]"""
admin_bio_22f60132,A,The [age] years old second year student.,game/tl/dutch/scene/biography/admin_bio.rpy,49,"A suspicious ""[what]"""
admin_bio_7a9aeabb,A,How are you?,game/tl/dutch/scene/biography/admin_bio.rpy,55,"A happy ""[what]"""
admin_bio_37fc0a65,A,"You haven't lost anything again, have you?",game/tl/dutch/scene/biography/admin_bio.rpy,61,"A ""[what]"""
admin_bio_fe24cf85,A,That's just because the young people today are all reckless and careless and stupid!,game/tl/dutch/scene/biography/admin_bio.rpy,67,"A angry ""[what]"""
admin_bio_95f15739,C,At least we are not old and mean.,game/tl/dutch/scene/biography/admin_bio.rpy,73,"C angry ""[what]"""
admin_bio_934e7a95,C,You are right.,game/tl/dutch/scene/biography/admin_bio.rpy,79,"C sad ""[what]"""
admin_bio_246882da,A,Of course I am right!,game/tl/dutch/scene/biography/admin_bio.rpy,85,"A happy ""[what]"""
admin_bio_ca1404ce,A,But it is good you can see that.,game/tl/dutch/scene/biography/admin_bio.rpy,91,"A flirt ""[what]"""
admin_bio_6002c6bb,A,Not everyone can.,game/tl/dutch/scene/biography/admin_bio.rpy,97,"A angry ""[what]"""
admin_bio_31285a54,,You shrug your shoulders.,game/tl/dutch/scene/biography/admin_bio.rpy,103,[what]
admin_bio_4726f817,A,I see you agree.,game/tl/dutch/scene/biography/admin_bio.rpy,109,"A angry ""[what]"""
admin_bio_8559db78,A,I did not forget how disrespectful you have been last time we met.,game/tl/dutch/scene/biography/admin_bio.rpy,115,"A angry ""[what]"""
admin_bio_af1d5351,A,I really would like to teach you some respect some day!,game/tl/dutch/scene/biography/admin_bio.rpy,121,"A flirt ""[what]"""
admin_bio_07d23918,A,It is good to see some people are able to see their misteps.,game/tl/dutch/scene/biography/admin_bio.rpy,127,"A flirt ""[what]"""
admin_bio_24f3e771,A,Maybe there is still hope for your soul after all.,game/tl/dutch/scene/biography/admin_bio.rpy,133,"A ""[what]"""
admin_bio_1caf824e,A,You did not react to my statement last time.,game/tl/dutch/scene/biography/admin_bio.rpy,139,"A suspicious ""[what]"""
admin_bio_dfcded81,A,"I assume you agree with me then that young people are all reckless, and careless, and stupid!",game/tl/dutch/scene/biography/admin_bio.rpy,145,"A angry ""[what]"""
admin_bio_24f8a0cf,A,Did you read the flyer already I gave you?,game/tl/dutch/scene/biography/admin_bio.rpy,151,"A happy ""[what]"""
admin_bio_69513927,A,This was the first step. Now you need to act on it.,game/tl/dutch/scene/biography/admin_bio.rpy,157,"A ""[what]"""
admin_bio_42ade302,A,"If you need any help pursuing you path back to God, I can help you with it.",game/tl/dutch/scene/biography/admin_bio.rpy,163,"A flirt ""[what]"""
admin_bio_1142bf02,A,You made a big mistake by not accepting the flyer I offered you.,game/tl/dutch/scene/biography/admin_bio.rpy,169,"A angry ""[what]"""
admin_bio_15bee985,A,"Only with the help of the Lord, you can stray from your sinful ways.",game/tl/dutch/scene/biography/admin_bio.rpy,175,"A sad ""[what]"""
admin_bio_db6287d9,A,"If you ever change your mind, I may help you find back to the rightful path.",game/tl/dutch/scene/biography/admin_bio.rpy,181,"A flirt ""[what]"""
admin_bio_0720820e,A,I am not sure. Did you take the flyer I offered you?,game/tl/dutch/scene/biography/admin_bio.rpy,187,"A suspicious ""[what]"""
admin_bio_a0a9055e,A,That was a good decision!,game/tl/dutch/scene/biography/admin_bio.rpy,193,"A happy ""[what]"""
admin_bio_3f3bbde9,A,That was very stupid of you!,game/tl/dutch/scene/biography/admin_bio.rpy,199,"A angry ""[what]"""
